batch_number,production_line,done,created_at,updated_at,deleted_at
C23N400,2,2024-09-02 00:00:00,,,
C23N401,2,2024-09-03 00:00:00,,,
C24N402,2,2024-09-04 00:00:00,,,
C23N403,2,2024-09-05 00:00:00,,,
C23N404,2,2024-09-06 00:00:00,,,
C23N405,2,2024-09-07 00:00:00,,,
C23N406,2,2024-09-08 00:00:00,,,
C23N407,2,2024-09-08 00:00:00,,,
C23N408,2,2024-09-09 00:00:00,,,
C23N409,2,2024-09-10 00:00:00,,,
C23N410,2,2024-09-11 00:00:00,,,
C23N411,2,2024-09-12 00:00:00,,,
C23N412,2,2024-09-13 00:00:00,,,
C23N413,2,2024-09-14 00:00:00,,,
C23N414,2,2024-09-15 00:00:00,,,
C23N415,2,2024-09-16 00:00:00,,,
C23N416,2,2024-09-17 00:00:00,,,
C23N417,2,2024-09-18 00:00:00,,,
C23N418,2,2024-09-19 00:00:00,,,
C23N419,2,2024-09-20 00:00:00,,,
C23N420,2,2024-09-21 00:00:00,,,
C23N421,2,2024-09-21 00:00:00,,,
C23N422,2,2024-09-22 00:00:00,,,
C23N423,2,2024-09-23 00:00:00,,,
C24N424,2,2024-09-24 00:00:00,,,
C23N425,2,2024-09-25 00:00:00,,,
C23N426,2,2024-09-26 00:00:00,,,
C23N427,2,2024-09-27 00:00:00,,,
C23N428,2,2024-09-27 00:00:00,,,
C23N429,2,2024-09-28 00:00:00,,,
C23N430,2,2024-09-29 00:00:00,,,
C23N431,2,2024-09-30 00:00:00,,,
C23N432,2,2024-10-01 00:00:00,,,
C23N433,2,2024-10-02 00:00:00,,,
C23N434,2,2024-10-03 00:00:00,,,
C23N435,2,2024-10-03 00:00:00,,,
C23N436,2,2024-10-04 00:00:00,,,
C23N437,2,2024-10-05 00:00:00,,,
C23N438,2,2024-10-06 00:00:00,,,
C23N439,2,2024-10-07 00:00:00,,,
C23N440,2,2024-10-08 00:00:00,,,
C23N441,2,2024-10-09 00:00:00,,,
C23N442,2,2024-10-10 00:00:00,,,
C23N443,2,2024-10-11 00:00:00,,,
C23N444,2,2024-10-12 00:00:00,,,
C23N445,2,2024-10-13 00:00:00,,,
C23N446,2,2024-10-14 00:00:00,,,
C23N447,2,2024-10-15 00:00:00,,,
C23N448,2,2024-10-16 00:00:00,,,
C23N449,2,2024-10-17 00:00:00,,,
C23N450,2,2024-10-18 00:00:00,,,
C23N451,2,2024-10-18 00:00:00,,,
C23N452,2,2024-10-19 00:00:00,,,
C24N453,2,2024-10-20 00:00:00,,,
C24N454,2,2024-10-21 00:00:00,,,
C24N455,2,2024-10-22 00:00:00,,,
C24N456,2,2024-10-23 00:00:00,,,
C24N457,2,2024-10-24 00:00:00,,,
C24N458,2,2024-10-25 00:00:00,,,
C24N459,2,2024-10-26 00:00:00,,,
C24N460,2,2024-10-27 00:00:00,,,
C24N461,2,2024-10-28 00:00:00,,,
C24N462,2,2024-10-29 00:00:00,,,
C24N463,2,2024-10-30 00:00:00,,,
C24N464,2,2024-10-31 00:00:00,,,
C24N465,2,2024-11-01 00:00:00,,,
C24N466,2,2024-11-02 00:00:00,,,
C24N467,2,2024-11-03 00:00:00,,,
C24N468,2,2024-11-04 00:00:00,,,
C24N469,2,2024-11-05 00:00:00,,,
C24N470,2,2024-11-06 00:00:00,,,
C24N471,2,2024-11-07 00:00:00,,,
C24N472,2,2024-11-08 00:00:00,,,
C24N473,2,2024-11-09 00:00:00,,,
C24N474,2,2024-11-10 00:00:00,,,
C24N475,2,2024-11-11 00:00:00,,,
C24N476,2,2024-11-12 00:00:00,,,
C24N477,2,2024-11-13 00:00:00,,,
C24N478,2,2024-11-14 00:00:00,,,
C24N479,2,2024-11-15 00:00:00,,,
C24N480,2,2024-11-16 00:00:00,,,
C24N481,2,2024-11-17 00:00:00,,,
C24N482,2,2024-11-18 00:00:00,,,
C24N483,2,2024-11-19 00:00:00,,,
C24N484,2,2024-11-20 00:00:00,,,
C24N485,2,2024-11-21 00:00:00,,,
C24N486,2,2024-11-21 00:00:00,,,
C24N487,2,2024-11-22 00:00:00,,,
C24N488,2,2024-11-23 00:00:00,,,
C24N489,2,2024-11-24 00:00:00,,,
C24N490,2,2024-11-25 00:00:00,,,
C24N491,2,2024-11-26 00:00:00,,,
C24N492,2,2024-11-27 00:00:00,,,
C24N493,2,2024-11-28 00:00:00,,,
C24N494,2,2024-11-29 00:00:00,,,
C24N495,2,2024-11-30 00:00:00,,,
C24N496,2,2024-12-01 00:00:00,,,
C24N497,2,2024-12-02 00:00:00,,,
C24N498,2,2024-12-03 00:00:00,,,
C24N499,2,2024-12-04 00:00:00,,,
C24N500,2,2024-12-05 00:00:00,,,
C24N501,2,2024-12-06 00:00:00,,,
C23N502,2,2024-12-06 00:00:00,,,
C23N503,2,2024-12-07 00:00:00,,,
C23N504,2,2024-12-08 00:00:00,,,
C23N505,2,2024-12-09 00:00:00,,,
C23N506,2,2024-12-10 00:00:00,,,
C24N506,2,2024-12-10 00:00:00,,,
C24N507,2,2024-12-11 00:00:00,,,
C24N508,2,2024-12-12 00:00:00,,,
C24N509,2,2024-12-13 00:00:00,,,
C24N510,2,2024-12-14 00:00:00,,,
C24N511,2,2024-12-15 00:00:00,,,
C24N512,2,2024-12-16 00:00:00,,,
C24N513,2,2024-12-17 00:00:00,,,
C24N514,2,2024-12-17 00:00:00,,,
C24N515,2,2024-12-18 00:00:00,,,
C24N516,2,2024-12-19 00:00:00,,,
C24N517,2,2024-12-20 00:00:00,,,
C24N518,2,2024-12-21 00:00:00,,,
C24N519,2,2024-12-22 00:00:00,,,
C24N520,2,2024-12-23 00:00:00,,,
C24N521,2,2024-12-24 00:00:00,,,
C24N522,2,2024-12-25 00:00:00,,,
C24N523,2,2024-12-26 00:00:00,,,
C24N524,2,2024-12-27 00:00:00,,,
C24N525,2,2024-12-27 00:00:00,,,
C24N526,2,2024-12-28 00:00:00,,,
C24N527,2,2024-12-29 00:00:00,,,
C24N528,2,2024-12-30 00:00:00,,,
C24N529,2,2024-12-31 00:00:00,,,
C24N530,2,2025-01-01 00:00:00,,,
C24N531,2,2025-01-02 00:00:00,,,
C24N532,2,2025-01-03 00:00:00,,,
C24N533,2,2025-01-04 00:00:00,,,
C24N534,2,2025-01-04 00:00:00,,,
C24N535,2,2025-01-05 00:00:00,,,
C24N536,2,2025-01-06 00:00:00,,,
C24N537,2,2025-01-07 00:00:00,,,
C24N538,2,2025-01-08 00:00:00,,,
C24N539,2,2025-01-09 00:00:00,,,
C24N540,2,2025-01-10 00:00:00,,,
C24N541,2,2025-01-11 00:00:00,,,
C24N542,2,2025-01-12 00:00:00,,,
C24N543,2,2025-01-12 00:00:00,,,
C24N544,2,2025-01-13 00:00:00,,,
C24N545,2,2025-01-14 00:00:00,,,
C24N546,2,2025-01-15 00:00:00,,,
C24N547,2,2025-01-16 00:00:00,,,
C24N548,2,2025-01-17 00:00:00,,,
C24N549,2,2025-01-18 00:00:00,,,
C24N550,2,2025-01-19 00:00:00,,,
C24N551,2,2025-01-20 00:00:00,,,
C24N552,2,2025-01-20 00:00:00,,,
C24N553,2,2025-01-21 00:00:00,,,
C24N554,2,2025-01-22 00:00:00,,,
C24N555,2,2025-01-23 00:00:00,,,
C24N556,2,2025-01-24 00:00:00,,,
C24N557,2,2025-01-25 00:00:00,,,
C24N558,2,2025-01-26 00:00:00,,,
C24N559,2,2025-01-27 00:00:00,,,
C24N560,2,2025-01-28 00:00:00,,,
C24N561,2,2025-01-29 00:00:00,,,
C24N562,2,2025-01-30 00:00:00,,,
C24N563,2,2025-01-31 00:00:00,,,
C24N564,2,2025-01-31 00:00:00,,,
C24N565,2,2025-02-01 00:00:00,,,
C24N566,2,2025-02-02 00:00:00,,,
C24N567,2,2025-02-03 00:00:00,,,
C24N568,2,2025-02-04 00:00:00,,,
C24N569,2,2025-02-05 00:00:00,,,
C24N570,2,2025-02-06 00:00:00,,,
C24N571,2,2025-02-07 00:00:00,,,
C24N572,2,2025-02-08 00:00:00,,,
C24N573,2,2025-02-09 00:00:00,,,
C24N574,2,2025-02-10 00:00:00,,,
C24N575,2,2025-02-11 00:00:00,,,
C24N576,2,2025-02-12 00:00:00,,,
C24N577,2,2025-02-13 00:00:00,,,
C24N578,2,2025-02-14 00:00:00,,,
C24N579,2,2025-02-15 00:00:00,,,
C24N580,2,2025-02-15 00:00:00,,,
C24N581,2,2025-02-16 00:00:00,,,
C24N582,2,2025-02-17 00:00:00,,,
C24N583,2,2025-02-18 00:00:00,,,
C24N584,2,2025-02-19 00:00:00,,,
C24N585,2,2025-02-20 00:00:00,,,
C24N586,2,2025-02-21 00:00:00,,,
C24N587,2,2025-02-22 00:00:00,,,
C24N588,2,2025-02-23 00:00:00,,,
C24N589,2,2025-02-24 00:00:00,,,
C24N590,2,2025-02-25 00:00:00,,,
C24N591,2,2025-02-26 00:00:00,,,
C24N592,2,2025-02-27 00:00:00,,,
C24N593,2,2025-02-27 00:00:00,,,
C24N594,2,2025-02-28 00:00:00,,,
C24N595,2,2025-03-01 00:00:00,,,
C24N596,2,2025-03-02 00:00:00,,,
C24N597,2,2025-03-03 00:00:00,,,
C24N598,2,2025-03-04 00:00:00,,,
C24N599,2,2025-03-05 00:00:00,,,
C24N600,2,2025-03-06 00:00:00,,,
C24N601,2,2025-03-07 00:00:00,,,
C24N602,2,2025-03-08 00:00:00,,,
C24N603,2,2025-03-09 00:00:00,,,
C24N604,2,2025-03-10 00:00:00,,,
C24N605,2,2025-03-11 00:00:00,,,
C24N606,2,2025-03-12 00:00:00,,,
C24N607,2,2025-03-12 00:00:00,,,
C24N608,2,2025-03-13 00:00:00,,,
C24N609,2,2025-03-14 00:00:00,,,
C24N610,2,2025-03-15 00:00:00,,,
C24N611,2,2025-03-16 00:00:00,,,
C24N612,2,2025-03-17 00:00:00,,,
C24N613,2,2025-03-18 00:00:00,,,
C24N614,2,2025-03-19 00:00:00,,,
C24N615,2,2025-03-20 00:00:00,,,
C24N616,2,2025-03-21 00:00:00,,,
C24N617,2,2025-03-22 00:00:00,,,
C24N618,2,2025-03-23 00:00:00,,,
C24N619,2,2025-03-24 00:00:00,,,
C24N620,2,2025-03-25 00:00:00,,,
C24N621,2,2025-03-26 00:00:00,,,
C24N622,2,2025-03-27 00:00:00,,,
C24N623,2,2025-03-28 00:00:00,,,
C24N624,2,2025-03-29 00:00:00,,,
C24N625,2,2025-03-30 00:00:00,,,
C24N626,2,2025-03-31 00:00:00,,,
C24N627,2,2025-04-01 00:00:00,,,
C24N628,2,2025-04-02 00:00:00,,,
C24N629,2,2025-04-03 00:00:00,,,
C24N630,2,2025-04-04 00:00:00,,,
C24N631,2,2025-04-05 00:00:00,,,
C24N632,2,2025-04-05 00:00:00,,,
C24N633,2,2025-04-06 00:00:00,,,
PR1_2023_3001,4,2024-01-01 00:00:00,,,
PR1_2023_3002,4,2024-01-02 00:00:00,,,
PR1_2023_3003,4,2024-01-03 00:00:00,,,
PR1_2023_3004,4,2024-01-04 00:00:00,,,
PR1_2023_3005,4,2024-01-05 00:00:00,,,
PR1_2023_3006,4,2024-01-06 00:00:00,,,
PR1_2023_3007,4,2024-01-07 00:00:00,,,
PR1_2023_3008,4,2024-01-08 00:00:00,,,
PR1_2023_3009,4,2024-01-09 00:00:00,,,
PR1_2024_3010,4,2024-01-10 00:00:00,,,
PR1_2024_3011,4,2024-01-11 00:00:00,,,
PR1_2024_3012,4,2024-01-12 00:00:00,,,
PR1_2024_3013,4,2024-01-13 00:00:00,,,
PR1_2024_3014,4,2024-01-14 00:00:00,,,
PR1_2024_3015,4,2024-01-15 00:00:00,,,
PR1_2024_3016,4,2024-01-16 00:00:00,,,
PR1_2024_3017,4,2024-01-17 00:00:00,,,
PR1_2024_3018,4,2024-01-18 00:00:00,,,
PR1_2024_3019,4,2024-01-19 00:00:00,,,
PR1_2024_3020,4,2024-01-20 00:00:00,,,
PR1_2024_3021,4,2024-01-21 00:00:00,,,
PR1_2024_3022,4,2024-01-22 04:30:00,,,
PR1_2024_3023,4,2024-01-23 04:30:00,,,
PR1_2024_3024,4,2024-01-24 04:30:00,,,
PR1_2024_3025,4,2024-01-25 04:30:00,,,
PR1_2024_3026,4,2024-01-26 04:30:00,,,
PR1_2024_3027,4,2024-01-27 04:30:00,,,
PR1_2024_3028,4,2024-01-28 04:30:00,,,
PR1_2024_3029,4,2024-01-29 04:30:00,,,
PR1_2024_3030,4,2024-01-30 04:30:00,,,
PR1_2024_3031,4,2024-01-31 04:30:00,,,
PR1_2024_3032,4,2024-02-01 04:30:00,,,
PR1_2024_3033,4,2024-02-02 04:30:00,,,
PR1_2024_3034,4,2024-02-03 04:30:00,,,
PR1_2024_3035,4,2024-02-04 04:30:00,,,
PR1_2024_3036,4,2024-02-05 04:30:00,,,
PR1_2024_3037,4,2024-02-06 04:30:00,,,
PR1_2024_3038,4,2024-02-09 04:30:00,,,
PR1_2024_3039,4,2024-02-10 04:30:00,,,
PR1_2024_3040,4,2024-02-12 04:30:00,,,
PR1_2024_3041,4,2024-02-13 04:30:00,,,
PR1_2024_3042,4,2024-02-14 04:30:00,,,
PR1_2024_3043,4,2024-02-15 04:30:00,,,
PR1_2024_3044,4,2024-02-16 04:30:00,,,
PR1_2024_3045,4,2024-02-17 04:30:00,,,
PR1_2024_3046,4,2024-02-18 04:30:00,,,
PR1_2024_3047,4,2024-02-19 04:30:00,,,
PR1_2024_3048,4,2024-02-24 04:30:00,,,
PR1_2024_3049,4,2024-02-25 04:30:00,,,
PR1_2024_3050,4,2024-02-26 04:30:00,,,
PR1_2024_3051,4,2024-02-27 04:30:00,,,
PR1_2024_3052,4,2024-02-28 02:30:00,,,
PR1_2024_3053,4,2024-02-29 00:30:00,,,
PR1_2024_3054,4,2024-02-29 22:30:00,,,
PR1_2024_3055,4,2024-03-01 20:30:00,,,
PR1_2024_3056,4,2024-03-02 18:30:00,,,
PR1_2024_3057,4,2024-03-03 16:30:00,,,
PR1_2024_3058,4,2024-03-04 14:30:00,,,
PR1_2024_3059,4,2024-03-05 12:30:00,,,
PR1_2024_3060,4,2024-03-06 10:30:00,,,
PR1_2024_3061,4,2024-03-07 08:30:00,,,
PR1_2024_3062,4,2024-03-08 06:30:00,,,
PR1_2024_3063,4,2024-03-09 04:30:00,,,
PR1_2024_3064,4,2024-03-10 02:30:00,,,
PR1_2024_3065,4,2024-03-11 00:30:00,,,
PR1_2024_3066,4,2024-03-11 22:30:00,,,
PR1_2024_3067,4,2024-03-12 20:30:00,,,
PR1_2024_3068,4,2024-03-13 22:45:00,,,
PR1_2024_3069,4,2024-03-14 20:45:00,,,
PR1_2024_3070,4,2024-03-15 18:45:00,,,
PR1_2024_3071,4,2024-03-16 16:45:00,,,
PR1_2024_3072,4,2024-03-17 14:45:00,,,
PR1_2024_3073,4,2024-03-18 12:45:00,,,
PR1_2024_3074,4,2024-03-19 12:10:00,,,
PR1_2024_3075,4,2024-03-20 10:39:00,,,
PR1_2024_3076,4,2024-03-21 08:57:00,,,
PR1_2024_3077,4,2024-03-22 06:57:00,,,
PR1_2024_3078,4,2024-03-23 04:57:00,,,
PR1_2024_3080,4,2024-03-24 02:57:00,,,
PR1_2024_3079,4,2024-03-25 00:57:00,,,
PR1_2024_3081,4,2024-03-25 22:57:00,,,
PR1_2024_3082,4,2024-03-26 20:57:00,,,
PR1_2024_3083,4,2024-03-27 18:57:00,,,
PR1_2024_3084,4,2024-03-28 16:00:00,,,
PR1_2024_3085,4,2024-03-29 14:00:00,,,
PR1_2024_3086,4,2024-03-30 12:00:00,,,
PR1_2024_3087,4,2024-03-31 10:00:00,,,
PR1_2024_3088,4,2024-04-01 08:00:00,,,
PR1_2024_3089,4,2024-04-02 06:00:00,,,
PR1_2024_3090,4,2024-04-03 09:30:00,,,
PR1_2024_3091,4,2024-04-04 07:30:00,,,
PR1_2024_3092,4,2024-04-05 05:30:00,,,
PR1_2024_3093,4,2024-04-06 03:30:00,,,
PR1_2024_3094,4,2024-04-07 01:30:00,,,
PR1_2024_3095,4,2024-04-07 23:30:00,,,
PR1_2024_3096,4,2024-04-08 21:30:00,,,
PR1_2024_3097,4,2024-04-09 21:40:00,,,
PR1_2024_3098,4,2024-04-10 19:40:00,,,
PR1_2024_3099,4,2024-04-11 17:40:00,,,
PR1_2024_3100,4,2024-04-12 15:40:00,,,
PR1_2024_3101,4,2024-04-13 13:40:00,,,
PR1_2024_3102,4,2024-04-14 11:40:00,,,
PR1_2024_3103,4,2024-04-15 09:40:00,,,
PR1_2024_3104,4,2024-04-16 07:40:00,,,
PR1_2024_3105,4,2024-04-17 08:04:00,,,
PR1_2024_3106,4,2024-04-18 06:04:00,,,
PR1_2024_3107,4,2024-04-19 04:04:00,,,
PR1_2024_3108,4,2024-04-20 02:04:00,,,
PR1_2024_3109,4,2024-04-21 00:04:00,,,
PR1_2024_3110,4,2024-04-21 22:04:00,,,
PR1_2024_3111,4,2024-04-22 20:04:00,,,
PR1_2024_3112,4,2024-04-23 18:04:00,,,
PR1_2024_3113,4,2024-04-24 18:27:00,,,
PR1_2024_3114,4,2024-04-25 16:24:00,,,
PR1_2024_3115,4,2024-04-26 14:30:00,,,
PR1_2024_3116,4,2024-04-27 12:49:00,,,
PR1_2024_3117,4,2024-04-28 11:02:00,,,
PR1_2024_3118,4,2024-04-29 09:26:00,,,
PR1_2024_3119,4,2024-04-30 07:57:00,,,
PR1_2024_3120,4,2024-05-01 07:07:00,,,
PR1_2024_3121,4,2024-05-02 07:20:00,,,
PR1_2024_3122,4,2024-05-03 05:20:00,,,
PR1_2024_3123,4,2024-05-04 03:20:00,,,
PR1_2024_3124,4,2024-05-05 01:20:00,,,
PR1_2024_3125,4,2024-05-05 23:20:00,,,
PR1_2024_3126,4,2024-05-06 23:50:00,,,
PR1_2024_3127,4,2024-05-07 23:30:00,,,
PR1_2024_3128,4,2024-05-08 21:30:00,,,
PR1_2024_3129,4,2024-05-09 19:30:00,,,
PR1_2024_3130,4,2024-05-10 17:30:00,,,
PR1_2024_3131,4,2024-05-11 15:30:00,,,
PR1_2024_3132,4,2024-05-12 13:30:00,,,
PR1_2024_3133,4,2024-05-13 12:20:00,,,
PR1_2024_3134,4,2024-05-14 10:20:00,,,
PR1_2024_3135,4,2024-05-15 11:16:00,,,
PR1_2024_3136,4,2024-05-16 09:16:00,,,
PR1_2024_3137,4,2024-05-17 09:45:00,,,
PR1_2024_3138,4,2024-05-18 07:45:00,,,
PR1_2024_3139,4,2024-05-19 05:45:00,,,
PR1_2024_3140,4,2024-05-20 03:45:00,,,
PR1_2024_3141,4,2024-05-21 03:12:00,,,
PR1_2024_3142,4,2024-05-22 01:12:00,,,
PR1_2024_3143,4,2024-05-22 23:12:00,,,
PR1_2024_3144,4,2024-05-23 21:56:00,,,
PR1_2024_3145,4,2024-05-24 19:56:00,,,
PR1_2024_3146,4,2024-05-25 17:56:00,,,
PR1_2024_3147,4,2024-05-26 15:56:00,,,
PR1_2024_3148,4,2024-05-27 13:56:00,,,
PR1_2024_3149,4,2024-05-28 11:56:00,,,
PR1_2024_3150,4,2024-05-29 11:25:00,,,
PR1_2024_3151,4,2024-05-30 13:05:00,,,
PR1_2024_3152,4,2024-05-31 11:05:00,,,
PR1_2024_3153,4,2024-06-01 09:56:00,,,
PR1_2024_3154,4,2024-06-02 07:56:00,,,
PR1_2024_3155,4,2024-06-03 06:22:00,,,
PR1_2024_3156,4,2024-06-04 04:51:00,,,
PR1_2024_3157,4,2024-06-05 02:51:00,,,
PR1_2024_3158,4,2024-06-06 00:51:00,,,
PR1_2024_3159,4,2024-06-06 23:52:00,,,
PR1_2024_3160,4,2024-06-07 21:52:00,,,
PR1_2024_3161,4,2024-06-08 19:52:00,,,
PR1_2024_3162,4,2024-06-09 17:52:00,,,
PR1_2024_3163,4,2024-06-10 15:52:00,,,
PR1_2024_3164,4,2024-06-11 13:52:00,,,
PR1_2024_3165,4,2024-06-12 12:15:00,,,
PR1_2024_3166,4,2024-06-13 10:15:00,,,
PR1_2024_3167,4,2024-06-14 08:15:00,,,
PR1_2024_3168,4,2024-06-15 06:15:00,,,
PR1_2024_3169,4,2024-06-16 05:32:00,,,
PR1_2024_3170,4,2024-06-17 03:32:00,,,
PR1_2024_3171,4,2024-06-18 02:39:00,,,
PR1_2024_3172,4,2024-06-19 00:39:00,,,
PR1_2024_3173,4,2024-06-19 22:39:00,,,
PR1_2024_3174,4,2024-06-20 23:46:00,,,
PR1_2024_3175,4,2024-06-21 21:46:00,,,
PR1_2024_3176,4,2024-06-22 19:46:00,,,
PR1_2024_3177,4,2024-06-23 17:46:00,,,
PR1_2024_3178,4,2024-06-24 15:46:00,,,
PR1_2024_3179,4,2024-06-30 05:11:00,,,
PR1_2024_3180,4,2024-07-01 02:41:00,,,
PR1_2024_3181,4,2024-07-02 00:53:00,,,
PR1_2024_3182,4,2024-07-02 22:26:00,,,
PR1_2024_3183,4,2024-07-03 19:23:00,,,
PR1_2024_3184,4,2024-07-04 17:23:00,,,
PR1_2024_3185,4,2024-07-05 15:23:00,,,
PR1_2024_3186,4,2024-07-06 13:23:00,,,
PR1_2024_3187,4,2024-07-07 11:23:00,,,
PR1_2024_3188,4,2024-07-08 00:00:00,,,
PR1_2024_3189,4,2024-07-09 07:23:00,,,
PR1_2024_3190,4,2024-07-10 05:23:00,,,
PR1_2024_3191,4,2024-07-11 03:23:00,,,
PR1_2024_3192,4,2024-07-12 01:23:00,,,
PR1_2024_3193,4,2024-07-12 23:23:00,,,
PR1_2024_3194,4,2024-07-13 21:23:00,,,
PR1_2024_3195,4,2024-07-14 19:23:00,,,
PR1_2024_3196,4,2024-07-15 17:23:00,,,
PR1_2024_3197,4,2024-07-16 15:23:00,,,
PR1_2024_3198,4,2024-07-17 15:10:00,,,
PR1_2024_3199,4,2024-07-18 15:05:00,,,
PR1_2024_3200,4,2024-07-19 13:05:00,,,
PR1_2024_3201,4,2024-07-20 11:05:00,,,
PR1_2024_3202,4,2024-07-21 09:05:00,,,
PR1_2024_3203,4,2024-07-22 07:05:00,,,
PR1_2024_3204,4,2024-07-23 05:05:00,,,
PR1_2024_3205,4,2024-07-24 03:05:00,,,
PR1_2024_3206,4,2024-07-25 03:00:00,,,
PR1_2024_3207,4,2024-07-26 01:00:00,,,
PR1_2024_3208,4,2024-07-26 23:00:00,,,
PR1_2024_3209,4,2024-07-27 21:00:00,,,
PR1_2024_3210,4,2024-07-28 19:00:00,,,
PR1_2024_3211,4,2024-07-29 17:00:00,,,
PR1_2024_3212,4,2024-07-30 15:00:00,,,
PR1_2024_3213,4,2024-07-31 13:00:00,,,
PR1_2024_3214,4,2024-08-01 11:00:00,,,
PR1_2024_3215,4,2024-08-02 09:00:00,,,
PR1_2024_3216,4,2024-08-03 07:00:00,,,
PR1_2024_3217,4,2024-08-04 05:00:00,,,
PR1_2024_3218,4,2024-08-05 03:00:00,,,
PR1_2024_3219,4,2024-08-06 01:00:00,,,
PR1_2024_3220,4,2024-08-06 23:00:00,,,
PR1_2024_3221,4,2024-08-08 04:35:00,,,
PR1_2024_3222,4,2024-08-09 02:35:00,,,
PR1_2024_3223,4,2024-08-10 00:35:00,,,
PR1_2024_3224,4,2024-08-10 22:35:00,,,
PR1_2024_3225,4,2024-08-11 20:35:00,,,
PR1_2024_3226,4,2024-08-12 18:35:00,,,
PR1_2024_3227,4,2024-08-13 16:35:00,,,
PR1_2024_3228,4,2024-08-14 14:35:00,,,
PR1_2024_3229,4,2024-08-15 12:35:00,,,
PR1_2024_3230,4,2024-08-16 10:35:00,,,
PR1_2024_3231,4,2024-08-17 08:35:00,,,
PR1_2024_3232,4,2024-08-18 06:35:00,,,
PR1_2024_3233,4,2024-08-19 04:35:00,,,
PR1_2024_3234,4,2024-08-20 02:35:00,,,
PR1_2024_3235,4,2024-08-21 04:35:00,,,
PR1_2024_3236,4,2024-08-22 02:35:00,,,
PR1_2024_3237,4,2024-08-23 00:35:00,,,
PR1_2024_3238,4,2024-08-23 22:35:00,,,
PR1_2024_3239,4,2024-08-24 20:35:00,,,
PR1_2024_3240,4,2024-08-25 18:35:00,,,
PR1_2024_3241,4,2024-08-26 16:35:00,,,
PR1_2024_3242,4,2024-08-27 14:35:00,,,
PR1_2024_3243,4,2024-08-28 17:30:00,,,
PR1_2024_3244,4,2024-08-29 15:30:00,,,
PR1_2024_3245,4,2024-08-30 13:30:00,,,
PR1_2024_3246,4,2024-08-31 11:30:00,,,
PR1_2024_3247,4,2024-09-01 09:30:00,,,
PR1_2024_3248,4,2024-09-02 07:30:00,,,
PR1_2024_3249,4,2024-09-03 07:30:00,,,
PR1_2024_3250,4,2024-09-04 05:30:00,,,
PR1_2024_3251,4,2024-09-05 08:34:00,,,
PR1_2024_3252,4,2024-09-06 06:34:00,,,
PR1_2024_3253,4,2024-09-07 04:34:00,,,
PR1_2024_3254,4,2024-09-08 02:34:00,,,
PR1_2024_3255,4,2024-09-09 00:34:00,,,
PR1_2024_3256,4,2024-09-09 22:34:00,,,
PR1_2024_3257,4,2024-09-10 20:34:00,,,
PR1_2024_3258,4,2024-09-11 23:36:00,,,
PR1_2024_3259,4,2024-09-12 21:36:00,,,
PR1_2024_3260,4,2024-09-13 19:36:00,,,
PR1_2024_3261,4,2024-09-14 17:36:00,,,
PR1_2024_3262,4,2024-09-15 15:36:00,,,
PR1_2024_3263,4,2024-09-16 16:40:00,,,
PR1_2024_3264,4,2024-09-17 14:40:00,,,
PR1_2024_3265,4,2024-09-18 12:40:00,,,
PR1_2024_3266,4,2024-09-19 10:40:00,,,
PR1_2024_3267,4,2024-09-20 11:35:00,,,
PR1_2024_3268,4,2024-09-21 09:35:00,,,
PR1_2024_3269,4,2024-09-22 07:35:00,,,
PR1_2024_3270,4,2024-09-23 05:35:00,,,
PR1_2024_3271,4,2024-09-24 03:35:00,,,
PR1_2024_3272,4,2024-09-25 01:35:00,,,
PR1_2024_3273,4,2024-09-25 23:35:00,,,
PR1_2024_3274,4,2024-09-27 07:12:00,,,
PR1_2024_3275,4,2024-09-28 05:12:00,,,
PR1_2024_3276,4,2024-09-29 03:12:00,,,
PR1_2024_3277,4,2024-09-30 06:00:00,,,
PR1_2024_3278,4,2024-10-01 06:55:00,,,
PR1_2024_3279,4,2024-10-02 00:00:00,,,
PR1_2024_3280,4,2024-10-03 00:00:00,,,
PR1_2024_3281,4,2024-10-04 00:00:00,,,
PR1_2024_3282,4,2024-10-05 00:00:00,,,
PR1_2024_3283,4,2024-10-05 00:00:00,,,
PR1_2024_3284,4,2024-10-07 00:00:00,,,
PR1_2024_3285,4,2024-10-07 00:00:00,,,
PR1_2024_3286,4,2024-10-08 00:00:00,,,
PR1_2024_3287,4,2024-10-09 00:00:00,,,
PR1_2024_3288,4,2024-10-11 00:00:00,,,
PR1_2024_3289,4,2024-10-12 00:00:00,,,
PR1_2024_3290,4,2024-10-12 00:00:00,,,
PR1_2024_3291,4,2024-10-14 00:00:00,,,
PR1_2024_3292,4,2024-10-14 00:00:00,,,
PR1_2024_3293,4,2024-10-15 00:00:00,,,
PR1_2024_3294,4,2024-10-16 00:00:00,,,
PR1_2024_3295,4,2024-10-18 00:00:00,,,
PR1_2024_3296,4,2024-10-19 00:00:00,,,
PR1_2024_3297,4,2024-10-20 00:00:00,,,
PR1_2024_3298,4,2024-10-21 00:00:00,,,
PR1_2024_3299,4,2024-10-22 00:00:00,,,
PR1_2024_3300,4,2024-10-23 00:00:00,,,
PR1_2024_3301,4,2024-10-23 00:00:00,,,
PR1_2024_3302,4,2024-10-24 00:00:00,,,
PR1_2024_3303,4,2024-10-25 00:00:00,,,
PR1_2024_3304,4,2024-10-26 00:00:00,,,
PR1_2024_3305,4,2024-10-27 00:00:00,,,
PR1_2024_3306,4,2024-10-28 00:00:00,,,
